order_id,order_date,year,quarter,month,customer_id,customer_type,product_id,product_name,category,region,sales_channel,unit_cost,unit_price,discount_pct,effective_price,quantity,gross_revenue,cogs,gross_margin,gross_margin_pct
ORD-102310,2024-01-03,2024,Q1-2024,2024-01,CUST-3023,Enterprise,PROD-101,UltraBook Pro 16,Electronics,North America,Online Marketplace,850.0,1299.0,12.81,1132.65,19,21520.35,16150.0,5370.35,24.95
ORD-107356,2024-01-03,2024,Q1-2024,2024-01,CUST-1841,Enterprise,PROD-103,Noise-Canceling Headset,Electronics,North America,Online Marketplace,95.0,199.0,12.5,174.12,15,2611.8,1425.0,1186.8,45.44
ORD-107230,2024-01-03,2024,Q1-2024,2024-01,CUST-1378,Mid-Market,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Online Marketplace,32.0,79.0,11.56,69.87,7,489.09,224.0,265.09,54.2
ORD-108850,2024-01-03,2024,Q1-2024,2024-01,CUST-1901,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Direct Sales,45.0,119.0,0.25,118.7,1,118.7,45.0,73.7,62.09
ORD-102113,2024-01-03,2024,Q1-2024,2024-01,CUST-1699,Consumer,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Direct Sales,85.0,220.0,5.57,207.76,3,623.28,255.0,368.28,59.09
ORD-108112,2024-01-03,2024,Q1-2024,2024-01,CUST-2773,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Retail Partner,850.0,1299.0,3.66,1251.43,3,3754.29,2550.0,1204.29,32.08
ORD-109539,2024-01-03,2024,Q1-2024,2024-01,CUST-1745,Enterprise,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Asia-Pacific,Online Marketplace,50.0,129.0,10.27,115.76,17,1967.92,850.0,1117.92,56.81
ORD-104634,2024-01-03,2024,Q1-2024,2024-01,CUST-1753,Consumer,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Direct Sales,180.0,389.0,1.89,381.67,1,381.67,180.0,201.67,52.84
ORD-103393,2024-01-04,2024,Q1-2024,2024-01,CUST-1882,Consumer,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Online Marketplace,140.0,299.0,0.39,297.83,3,893.49,420.0,473.49,52.99
ORD-106884,2024-01-04,2024,Q1-2024,2024-01,CUST-1114,Enterprise,PROD-104,4K Studio Webcam,Electronics,Europe,Retail Partner,65.0,149.0,8.43,136.45,21,2865.45,1365.0,1500.45,52.36
ORD-110429,2024-01-04,2024,Q1-2024,2024-01,CUST-2334,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Europe,Retail Partner,40.0,110.0,6.49,102.86,1,102.86,40.0,62.86,61.11
ORD-111632,2024-01-04,2024,Q1-2024,2024-01,CUST-2707,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,North America,Direct Sales,180.0,389.0,6.4,364.09,3,1092.27,540.0,552.27,50.56
ORD-105024,2024-01-04,2024,Q1-2024,2024-01,CUST-1846,Consumer,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Europe,Retail Partner,32.0,79.0,7.83,72.82,1,72.82,32.0,40.82,56.06
ORD-109445,2024-01-04,2024,Q1-2024,2024-01,CUST-1430,Enterprise,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,Asia-Pacific,Retail Partner,32.0,79.0,13.26,68.53,16,1096.48,512.0,584.48,53.31
ORD-103060,2024-01-04,2024,Q1-2024,2024-01,CUST-1942,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Direct Sales,140.0,299.0,17.76,245.91,22,5410.02,3080.0,2330.02,43.07
ORD-100837,2024-01-04,2024,Q1-2024,2024-01,CUST-1653,Mid-Market,PROD-303,Percussive Massage Gun,Fitness & Wellness,Asia-Pacific,Online Marketplace,55.0,159.0,6.58,148.54,6,891.24,330.0,561.24,62.97
ORD-104527,2024-01-04,2024,Q1-2024,2024-01,CUST-2788,Consumer,PROD-103,Noise-Canceling Headset,Electronics,Asia-Pacific,Direct Sales,95.0,199.0,1.36,196.3,2,392.6,190.0,202.6,51.6
ORD-103077,2024-01-04,2024,Q1-2024,2024-01,CUST-1018,Mid-Market,PROD-303,Percussive Massage Gun,Fitness & Wellness,Europe,Retail Partner,55.0,159.0,6.89,148.05,9,1332.45,495.0,837.45,62.85
ORD-103688,2024-01-04,2024,Q1-2024,2024-01,CUST-1153,Consumer,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,North America,Direct Sales,40.0,110.0,4.52,105.03,2,210.06,80.0,130.06,61.92
ORD-110135,2024-01-04,2024,Q1-2024,2024-01,CUST-3265,Enterprise,PROD-203,Acoustic Desk Privacy Panel,Home Office,North America,Direct Sales,45.0,119.0,15.04,101.11,27,2729.97,1215.0,1514.97,55.49
ORD-105565,2024-01-04,2024,Q1-2024,2024-01,CUST-2831,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,North America,Direct Sales,85.0,220.0,11.84,193.94,6,1163.64,510.0,653.64,56.17
ORD-101982,2024-01-04,2024,Q1-2024,2024-01,CUST-2601,Consumer,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Direct Sales,50.0,129.0,0.13,128.84,1,128.84,50.0,78.84,61.19
ORD-104466,2024-01-04,2024,Q1-2024,2024-01,CUST-2251,Enterprise,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,North America,Retail Partner,32.0,79.0,12.7,68.97,28,1931.16,896.0,1035.16,53.6
ORD-111219,2024-01-04,2024,Q1-2024,2024-01,CUST-1946,Mid-Market,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Online Marketplace,50.0,129.0,7.69,119.08,8,952.64,400.0,552.64,58.01
ORD-111708,2024-01-04,2024,Q1-2024,2024-01,CUST-3391,Mid-Market,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Direct Sales,50.0,129.0,6.52,120.58,2,241.16,100.0,141.16,58.53
ORD-101122,2024-01-04,2024,Q1-2024,2024-01,CUST-1040,Consumer,PROD-101,UltraBook Pro 16,Electronics,North America,Retail Partner,850.0,1299.0,6.67,1212.36,3,3637.08,2550.0,1087.08,29.89
ORD-109690,2024-01-04,2024,Q1-2024,2024-01,CUST-2461,Mid-Market,PROD-101,UltraBook Pro 16,Electronics,North America,Direct Sales,850.0,1299.0,8.38,1190.11,2,2380.22,1700.0,680.22,28.58
ORD-102974,2024-01-04,2024,Q1-2024,2024-01,CUST-2402,Consumer,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,Europe,Online Marketplace,110.0,249.0,7.87,229.41,1,229.41,110.0,119.41,52.05
ORD-106182,2024-01-04,2024,Q1-2024,2024-01,CUST-1881,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,Asia-Pacific,Direct Sales,320.0,549.0,5.22,520.34,3,1561.02,960.0,601.02,38.5
ORD-108720,2024-01-04,2024,Q1-2024,2024-01,CUST-2212,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Direct Sales,55.0,159.0,14.72,135.59,14,1898.26,770.0,1128.26,59.44
ORD-104115,2024-01-04,2024,Q1-2024,2024-01,CUST-1991,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Direct Sales,85.0,220.0,5.42,208.07,4,832.28,340.0,492.28,59.15
ORD-104036,2024-01-04,2024,Q1-2024,2024-01,CUST-1615,Consumer,PROD-202,Dual-Motor Standing Desk,Home Office,Europe,Online Marketplace,240.0,529.0,6.75,493.31,3,1479.93,720.0,759.93,51.35
ORD-108330,2024-01-05,2024,Q1-2024,2024-01,CUST-3191,Enterprise,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Europe,Direct Sales,480.0,899.0,13.74,775.43,14,10856.02,6720.0,4136.02,38.1
ORD-108640,2024-01-05,2024,Q1-2024,2024-01,CUST-1029,Consumer,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Asia-Pacific,Online Marketplace,480.0,899.0,3.43,868.13,3,2604.39,1440.0,1164.39,44.71
ORD-105774,2024-01-05,2024,Q1-2024,2024-01,CUST-1425,Mid-Market,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Direct Sales,480.0,899.0,8.15,825.69,9,7431.21,4320.0,3111.21,41.87
ORD-103208,2024-01-05,2024,Q1-2024,2024-01,CUST-1532,Consumer,PROD-301,Smart Folding Treadmill,Fitness & Wellness,Europe,Direct Sales,480.0,899.0,3.41,868.38,3,2605.14,1440.0,1165.14,44.72
ORD-109682,2024-01-05,2024,Q1-2024,2024-01,CUST-1258,Consumer,PROD-502,All-Weather Technical Parka,Apparel & Gear,Europe,Direct Sales,85.0,220.0,7.31,203.92,3,611.76,255.0,356.76,58.32
ORD-104845,2024-01-05,2024,Q1-2024,2024-01,CUST-1830,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Online Marketplace,65.0,149.0,2.4,145.42,2,290.84,130.0,160.84,55.3
ORD-111278,2024-01-05,2024,Q1-2024,2024-01,CUST-2711,Mid-Market,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,Asia-Pacific,Direct Sales,50.0,129.0,11.13,114.64,7,802.48,350.0,452.48,56.39
ORD-108879,2024-01-05,2024,Q1-2024,2024-01,CUST-1246,Consumer,PROD-401,Thunderbolt 4 Docking Station,Cloud Accessories,North America,Retail Partner,110.0,249.0,3.59,240.06,2,480.12,220.0,260.12,54.18
ORD-111779,2024-01-05,2024,Q1-2024,2024-01,CUST-3253,Enterprise,PROD-102,"4K Curved Monitor 34""",Electronics,North America,Online Marketplace,320.0,549.0,11.19,487.58,20,9751.6,6400.0,3351.6,34.37
ORD-101464,2024-01-05,2024,Q1-2024,2024-01,CUST-1988,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,Latin America,Retail Partner,45.0,119.0,3.59,114.73,1,114.73,45.0,69.73,60.78
ORD-103270,2024-01-05,2024,Q1-2024,2024-01,CUST-3064,Enterprise,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,North America,Direct Sales,32.0,79.0,10.24,70.91,5,354.55,160.0,194.55,54.87
ORD-105213,2024-01-05,2024,Q1-2024,2024-01,CUST-2552,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Retail Partner,65.0,149.0,7.35,138.04,1,138.04,65.0,73.04,52.91
ORD-101616,2024-01-05,2024,Q1-2024,2024-01,CUST-1352,Consumer,PROD-104,4K Studio Webcam,Electronics,North America,Direct Sales,65.0,149.0,1.46,146.82,2,293.64,130.0,163.64,55.73
ORD-100392,2024-01-06,2024,Q1-2024,2024-01,CUST-3294,Consumer,PROD-103,Noise-Canceling Headset,Electronics,North America,Online Marketplace,95.0,199.0,1.18,196.66,1,196.66,95.0,101.66,51.69
ORD-111761,2024-01-06,2024,Q1-2024,2024-01,CUST-1774,Enterprise,PROD-103,Noise-Canceling Headset,Electronics,North America,Direct Sales,95.0,199.0,15.93,167.3,5,836.5,475.0,361.5,43.22
ORD-107405,2024-01-06,2024,Q1-2024,2024-01,CUST-2937,Consumer,PROD-403,Precision Ergonomic Mouse,Cloud Accessories,North America,Online Marketplace,32.0,79.0,0.45,78.65,1,78.65,32.0,46.65,59.31
ORD-106845,2024-01-06,2024,Q1-2024,2024-01,CUST-3053,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Asia-Pacific,Retail Partner,140.0,299.0,11.6,264.33,4,1057.32,560.0,497.32,47.04
ORD-105427,2024-01-06,2024,Q1-2024,2024-01,CUST-2944,Enterprise,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Direct Sales,50.0,129.0,8.59,117.92,19,2240.48,950.0,1290.48,57.6
ORD-108265,2024-01-06,2024,Q1-2024,2024-01,CUST-1521,Mid-Market,PROD-101,UltraBook Pro 16,Electronics,North America,Online Marketplace,850.0,1299.0,8.62,1187.03,3,3561.09,2550.0,1011.09,28.39
ORD-103136,2024-01-06,2024,Q1-2024,2024-01,CUST-3384,Enterprise,PROD-303,Percussive Massage Gun,Fitness & Wellness,Europe,Online Marketplace,55.0,159.0,15.97,133.61,17,2271.37,935.0,1336.37,58.84
ORD-109857,2024-01-06,2024,Q1-2024,2024-01,CUST-1166,Mid-Market,PROD-502,All-Weather Technical Parka,Apparel & Gear,Asia-Pacific,Retail Partner,85.0,220.0,4.42,210.28,9,1892.52,765.0,1127.52,59.58
ORD-108337,2024-01-06,2024,Q1-2024,2024-01,CUST-1826,Mid-Market,PROD-501,Waterproof Commuter Backpack,Apparel & Gear,Europe,Direct Sales,40.0,110.0,10.9,98.01,6,588.06,240.0,348.06,59.19
ORD-102642,2024-01-06,2024,Q1-2024,2024-01,CUST-2838,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,Asia-Pacific,Online Marketplace,45.0,119.0,4.27,113.92,3,341.76,135.0,206.76,60.5
ORD-105705,2024-01-06,2024,Q1-2024,2024-01,CUST-3381,Enterprise,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Direct Sales,180.0,389.0,10.52,348.06,28,9745.68,5040.0,4705.68,48.28
ORD-100255,2024-01-06,2024,Q1-2024,2024-01,CUST-1397,Consumer,PROD-203,Acoustic Desk Privacy Panel,Home Office,Europe,Online Marketplace,45.0,119.0,6.96,110.72,1,110.72,45.0,65.72,59.36
ORD-100010,2024-01-06,2024,Q1-2024,2024-01,CUST-3135,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Online Marketplace,140.0,299.0,16.63,249.28,13,3240.64,1820.0,1420.64,43.84
ORD-105186,2024-01-06,2024,Q1-2024,2024-01,CUST-2539,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Latin America,Retail Partner,140.0,299.0,5.94,281.24,8,2249.92,1120.0,1129.92,50.22
ORD-106047,2024-01-06,2024,Q1-2024,2024-01,CUST-1277,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Direct Sales,850.0,1299.0,2.75,1263.33,1,1263.33,850.0,413.33,32.72
ORD-101543,2024-01-06,2024,Q1-2024,2024-01,CUST-1241,Mid-Market,PROD-303,Percussive Massage Gun,Fitness & Wellness,North America,Online Marketplace,55.0,159.0,4.04,152.58,5,762.9,275.0,487.9,63.95
ORD-104606,2024-01-06,2024,Q1-2024,2024-01,CUST-3037,Mid-Market,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,North America,Direct Sales,140.0,299.0,6.33,280.07,7,1960.49,980.0,980.49,50.01
ORD-103958,2024-01-06,2024,Q1-2024,2024-01,CUST-1504,Consumer,PROD-102,"4K Curved Monitor 34""",Electronics,Asia-Pacific,Direct Sales,320.0,549.0,3.99,527.1,3,1581.3,960.0,621.3,39.29
ORD-103828,2024-01-06,2024,Q1-2024,2024-01,CUST-3135,Enterprise,PROD-302,Adjustable Dumbbell Set,Fitness & Wellness,Europe,Online Marketplace,140.0,299.0,16.22,250.51,19,4759.69,2660.0,2099.69,44.11
ORD-107231,2024-01-06,2024,Q1-2024,2024-01,CUST-1197,Mid-Market,PROD-101,UltraBook Pro 16,Electronics,North America,Online Marketplace,850.0,1299.0,6.5,1214.54,3,3643.62,2550.0,1093.62,30.01
ORD-108940,2024-01-06,2024,Q1-2024,2024-01,CUST-2672,Enterprise,PROD-301,Smart Folding Treadmill,Fitness & Wellness,North America,Online Marketplace,480.0,899.0,15.85,756.51,19,14373.69,9120.0,5253.69,36.55
ORD-110282,2024-01-06,2024,Q1-2024,2024-01,CUST-2717,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,Europe,Retail Partner,180.0,389.0,11.9,342.73,4,1370.92,720.0,650.92,47.48
ORD-100194,2024-01-07,2024,Q1-2024,2024-01,CUST-1608,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Direct Sales,850.0,1299.0,4.35,1242.55,3,3727.65,2550.0,1177.65,31.59
ORD-110114,2024-01-07,2024,Q1-2024,2024-01,CUST-3386,Consumer,PROD-101,UltraBook Pro 16,Electronics,Europe,Online Marketplace,850.0,1299.0,0.33,1294.66,3,3883.98,2550.0,1333.98,34.35
ORD-101056,2024-01-07,2024,Q1-2024,2024-01,CUST-1832,Enterprise,PROD-102,"4K Curved Monitor 34""",Electronics,North America,Online Marketplace,320.0,549.0,16.94,456.0,5,2280.0,1600.0,680.0,29.82
ORD-106887,2024-01-07,2024,Q1-2024,2024-01,CUST-2860,Mid-Market,PROD-102,"4K Curved Monitor 34""",Electronics,Asia-Pacific,Online Marketplace,320.0,549.0,11.54,485.66,5,2428.3,1600.0,828.3,34.11
ORD-104765,2024-01-07,2024,Q1-2024,2024-01,CUST-1115,Mid-Market,PROD-201,ErgoPro Mesh Chair,Home Office,North America,Direct Sales,180.0,389.0,8.47,356.07,6,2136.42,1080.0,1056.42,49.45
ORD-102095,2024-01-07,2024,Q1-2024,2024-01,CUST-2597,Mid-Market,PROD-402,Wireless Mechanical Keyboard,Cloud Accessories,North America,Direct Sales,50.0,129.0,7.78,118.96,9,1070.64,450.0,620.64,57.97
ORD-110182,2024-01-07,2024,Q1-2024,2024-01,CUST-3470,Mid-Market,PROD-202,Dual-Motor Standing Desk,Home Office,North America,Online Marketplace,240.0,529.0,4.52,505.1,9,4545.9,2160.0,2385.9,52.48
